가가호호 방문하다
눈망울이 크다
눈매가 또렷하다
눈매가 매섭다
눈물샘이 마르다
눈물을 거두다
눈물을 글썽거리다
눈물을 글썽이다
눈물을 삼키다
눈물을 자아내다
눈물을 짓다
눈물을 짜다
눈물을 찔끔거리다
눈물을 흘리다
눈물의 호소
눈물이 그렁그렁하다
눈물이 글썽거리다
눈물이 글썽글썽하다
눈물이 글썽하다
눈물이 나다
눈물이 돌다
눈물이 뚝뚝 떨어지다
눈물이 맺히다
눈물이 쏟아지다
눈물이 핑그르르 돌다
눈발이 날리다
눈발이 흩날리다
눈방울을 굴리다
눈병이 나다
눈병이 낫다
눈보라가 몰아치다
눈보라가 심하다
눈보라가 치다
눈부신 발전
눈비가 내리다
눈비가 멈추다
눈빛이 달라지다
눈사태가 나다
눈살을 찌푸리다
눈송이가 날리다
눈시울을 붉히다
눈시울이 뜨거워지다
눈시울이 뜨겁다
눈싸움을 벌이다
눈썰미가 없다
눈썰미가 있다
눈썹을 그리다
눈썹을 밀다
눈썹을 찌푸리다
눈썹을 추켜올리다
눈썹이 짙다
눈씨가 맵다
눈알을 굴리다
눈알을 부라리다
눈알이 불거지다
눈앞에 닥치다
눈앞에 아롱거리다
눈앞에 아른거리다
눈앞에 아른대다
눈앞에 어른거리다
눈앞이 아찔하다
눈약을 넣다
눈어림으로 재다
눈에 거슬리다
눈에 들다
눈에 들어오다
눈에 뜨이다
눈에 삼삼하다
눈에 선하다
눈에 설다
눈에 아른거리다
눈에 익다
눈에 차다
눈에 핏발이 서다
눈엣가시가 되다
눈엣가시로 여기다
눈요기가 되다
눈웃음을 치다
눈을 감다
눈을 깜박거리다
눈을 깜박이다
눈을 껌벅이다
눈을 꿈벅거리다
눈을 내리깔다
눈을 돌리다
눈을 두리번거리다
눈을 떼다
눈을 뜨다
눈을 반짝거리다
눈을 반짝이다
눈을 버리다
눈을 부라리다
눈을 부릅뜨다
눈을 비비다
눈을 속이다
눈을 지그시 감다
눈을 흘기다
눈이 가다
눈이 감기다
눈이 내리다
눈이 뒤집히다
눈이 마주치다
눈이 멀다
눈이 반짝거리다
눈이 밝다
눈이 부시다
눈이 빠지게 기다리다
눈이 시리다
눈이 어둡다
눈이 오다
눈이 침침하다
눈이 핑핑 돌다
눈이 휘둥그레지다
눈이 흐리다
눈인사를 교환하다
눈인사를 나누다
눈정기가 있다
눈짐작으로 재다
눈초리가 무섭다
눈초리가 수상하다
눈초리가 처지다
눈총기가 있다
눈총기가 좋다
눈총을 맞다
눈총을 받다
눈총을 쏘다
눈총을 주다
눈치가 보이다
눈치가 빠르다
눈치가 없다
눈치가 있다
눈치를 보다
눈치를 살피다
눈치를 주다
눈치를 차리다
눈치를 채다
눈칫밥을 먹다
눈코뜰새없이 바쁘다
뉘를 보다
뉘엿뉘엿 해가 지다
뉴스거리가 되다
느낌이 나쁘다
느낌이 들다
느낌이 있다
느낌이 좋다
느낌표를 찍다
늑막염에 걸리다
늑장을 부리다
늑장을 피우다
늘그막에 고생하다
늘그막에 호강하다
늘임표를 붙이다
능력을 기르다
능력을 발휘하다
능력을 썩히다
능력이 없다
능력이 있다
능률을 낮추다
능률을 올리다
능률을 저하시키다
능률을 향상시키다
능률이 오르다
능사로 삼다
능선에 포진하다
능욕을 당하다
능욕을 받다
능청을 떨다
능청을 부리다
능청을 피우다
늦더위가 심하다
늦둥이를 두다
늦바람이 나다
늦서리가 내리다
늦잠을 자다
늦장마가 들다
늦추위가 심하다
니스를 칠하다
니코틴을 제거하다
닉네임을 붙이다
다과를 대접하다
다과를 들다
다도를 가르치다
다도를 익히다
다도에 정통하다
다락방에 살다
다래끼가 나다
다래끼가 낫다
다리가 굵다
다리가 굽다
다리가 길다
다리가 꼬이다
다리가 비틀거리다
다리가 짧다
다리가 풀리다
다리가 후들거리다
다리를 건너다
다리를 굽히다
다리를 꼬다
다리를 놓다
다리를 벌리다
다리를 뻗다
다리를 절다
다리를 절뚝거리다
다리미로 다리다
다리품을 팔다
다리힘이 빠지다
다림을 보다
다발로 팔다
다방면에 걸치다
다수결로 결정하다
다수결로 정하다
다수결에 따르다
다수표를 획득하다
다이얼을 돌리다
다짐을 받다
다툼을 벌이다
닦달을 당하다
닦달을 받다
닦달을 하다
단가를 매기다
단가를 절감하다
단검을 뽑다
단검을 차다
단검을 휘두르다
단계를 거치다
단계를 밟다
단계에 들다
단계에 들어가다
단골로 만들다
단골로 삼다
단골을 얻다
단골을 잃다
단기전으로 치르다
단꿈을 꾸다
단내가 나다
단도로 찌르다
단두대에 오르다
단락을 나누다
단락을 이루다
단락을 짓다
단련을 받다
단리로 계산하다
단맛을 내다
단맛을 잃다
단맛이 나다
단맛이 들다
단맛이 빠지다
단배를 곯리다
단배를 주리다
단비가 내리다
단상에 서다
단상에 오르다
단상을 치다
단서가 되다
단서가 붙다
단서를 남기다
단서를 놓치다
단서를 달다
단서를 붙이다
단서를 얻다
단서를 잡다
단서를 제공하다
단서를 찾다
단속에 걸리다
단속을 강화하다
단속을 당하다
단속을 벌이다
단속을 완화하다
단속을 펴다
단속을 풀다
단수가 낮다
단수가 높다
단수가 되다
단시일에 이루다
단식농성을 벌이다
단식을 멈추다
단식을 중지하다
단식투쟁을 벌이다
단안을 내리다
단을 내리다
단을 올리다
단잠에 빠지다
단잠을 깨다
단잠을 깨우다
단잠을 자다
단잠이 들다
단장을 짚다
단적인 예
단점을 고치다
단점을 보완하다
단정을 짓다
단죄를 받다
단지를 이루다
단체기합을 받다
단체를 결성하다
단체를 해산하다
단체에 가입하다
단추가 떨어지다
단추를 달다
단추를 떼다
단추를 채우다
단추를 풀다
단층이 생기다
단칼에 베다
단풍이 들다
단합을 이루다
단행본으로 내다
단행본으로 발간하다
달걀을 낳다
달걀을 삶다
달걀을 풀다
달걀을 품다
달걀이 곯다
달력을 걸다
달무리가 지다
달빛이 교교하다
달빛이 비치다
달빛이 흐르다
달음박질을 치다
달음질을 치다
달이 기울다
달이 지다
달이 차다
닭을 치다
닭이 울다
담력을 기르다
담력을 키우다
담력이 강하다
담력이 약하다
담력이 없다
담력이 있다
담력이 작다
담력이 크다
담론을 펴다
담배가 눅다
담배가 독하다
담배가 순하다
담배를 권하다
담배를 꼬나물다
담배를 끊다
담배를 빨다
담배를 뻐끔뻐끔 피우다
담배를 피우다
담뱃불을 끄다
담뱃불을 댕기다
담뱃불을 붙이다
담뱃불을 빌리다
담뱃재를 떨다
담뱃진이 끼다
담보로 받다
담뿍 담다
담소를 나누다
담요를 개다
담요를 펴다
담을 쌓다
담을 헐다
담이 강하다
담이 결리다
담이 끓다
담이 들다
담이 생기다
담이 약하다
담이 크다
담임을 맡다
담판을 내다
담판을 벌이다
담판을 짓다
담판이 결렬되다
담화를 그치다
담화를 나누다
담화를 멈추다
담화문을 발표하다
답례품을 받다
답례품을 주다
답변을 주다
답변이 오다
답사를 가다
답사를 쓰다
답사를 읽다
답사를 하다
답신을 보내다
답신이 오다
답안을 내다
답안을 작성하다
답안을 제출하다
답안을 채점하다
답을 맞추다
답이 맞다
답이 틀리다
답장을 받다
답장을 보내다
답장을 쓰다
답장이 오다
당구를 치다
당락이 결정되다
당명을 어기다
당번을 두다
당부를 받다
당선이 되다
당세가 확장되다
당세를 확장하다
당에 가입하다
당연한 귀결
당원이 되다
당을 결성하다
당을 대표하다
당을 탈퇴하다
당을 해산하다
당쟁을 벌이다
당쟁을 일삼다
당적을 떠나다
당적을 옮기다
당좌거래를 트다
당직을 교대하다
당직을 서다
당직을 인계하다
당첨이 되다
닻을 감다
닻을 내리다
닻을 올리다
대가 끊어지다
대가로 주다
대가를 치르다
대강을 말하다
대결을 벌이다
대관식을 거행하다
대권을 잡다
대권을 장악하다
대금을 받다
대금을 지불하다
대금을 청구하다
대금을 치르다
대금을 회수하다
대기가 불안하다
대님을 매다
대님을 치다
대님을 풀다
대답을 기피하다
대답을 주다
대답이 없다
대답이 있다
대대로 내려오다
대대적으로 벌이다
대동제를 벌이다
대롱대롱 달리다
대를 끊다
대를 잇다
대리만족을 주다
대리시험을 보다
대리전을 치르다
대마초를 피우다
대망을 품다
대머리가 되다
대목을 잡다
대목이 들다
대변을 누다
대변을 보다
대변이 마렵다
대본을 쓰다
대비를 이루다
대사관을 두다
대사를 외우다
대사를 잊어버리다
대사를 치르다
대사를 특파하다
대서특필로 나다
대성공을 거두다
대세가 불리하다
대세가 유리하다
대세를 따르다
대세를 이루다
대세를 잡다
대세를 파악하다
대세에 순응하다
대세에 역행하다
대소동을 일으키다
대소변을 받다
대소변을 보다
대소사를 맡기다
대안을 내놓다
대안을 모색하다
대안을 제시하다
대업을 맡다
대업을 이루다
대여료를 내다
대여료를 받다
대역을 맡다
대열에 들다
대열에 서다
대열을 정비하다
대열을 짓다
대오를 짓다
대우를 받다
대응관계로 보다
대의를 잃다
대의를 펴다
대자보를 붙이다
대자보를 쓰다
대장균이 득실거리다
