가,ㄱㅏ
북적,ㅂㅜㄱㅈㅓㄱ
분분,ㅂㅜㄴㅂㅜㄴ
불가피,ㅂㅜㄹㄱㅏㅍㅣ
불건전,ㅂㅜㄹㄱㅓㄴㅈㅓㄴ
불그레,ㅂㅜㄹㄱㅡㄹㅔ
불그스레,ㅂㅜㄹㄱㅡㅅㅡㄹㅔ
불그스름,ㅂㅜㄹㄱㅡㅅㅡㄹㅡㅁ
불긋,ㅂㅜㄹㄱㅡㅅ
불길,ㅂㅜㄹㄱㅣㄹ
불룩,ㅂㅜㄹㄹㅜㄱ
불분명,ㅂㅜㄹㅂㅜㄴㅁㅕㅇ
불쌍,ㅂㅜㄹㅆㅏㅇ
불쾌,ㅂㅜㄹㅋㅙ
비겁,ㅂㅣㄱㅓㅂ
삐뚜름,ㅃㅣㄸㅜㄹㅡㅁ
비롯,ㅂㅣㄹㅗㅅ
비릿,ㅂㅣㄹㅣㅅ
비범,ㅂㅣㅂㅓㅁ
비상,ㅂㅣㅅㅏㅇ
비스듬,ㅂㅣㅅㅡㄷㅡㅁ
비슷,ㅂㅣㅅㅡㅅ
비열,ㅂㅣㅇㅕㄹ
비옥,ㅂㅣㅇㅗㄱ
비장,ㅂㅣㅈㅏㅇ
빈번,ㅂㅣㄴㅂㅓㄴ
빠듯,ㅃㅏㄷㅡㅅ
빠릿빠릿,ㅃㅏㄹㅣㅅㅃㅏㄹㅣㅅ
빠삭,ㅃㅏㅅㅏㄱ
빡빡,ㅃㅏㄱㅃㅏㄱ
빡작지근,ㅃㅏㄱㅈㅏㄱㅈㅣㄱㅡㄴ
빤,ㅃㅏㄴ
빤빤,ㅃㅏㄴㅃㅏㄴ
빳빳,ㅃㅏㅅㅃㅏㅅ
빵빵,ㅃㅏㅇㅃㅏㅇ
빼곡,ㅃㅐㄱㅗㄱ
빽빽,ㅃㅐㄱㅃㅐㄱ
뻐근,ㅃㅓㄱㅡㄴ
뻑뻑,ㅃㅓㄱㅃㅓㄱ
뻑적지근,ㅃㅓㄱㅈㅓㄱㅈㅣㄱㅡㄴ
뻔,ㅃㅓㄴ
뻔뻔,ㅃㅓㄴㅃㅓㄴ
뻣뻣,ㅃㅓㅅㅃㅓㅅ
뾰로통,ㅃㅛㄹㅗㅌㅗㅇ
뾰루퉁,ㅃㅛㄹㅜㅌㅜㅇ
뿌듯,ㅃㅜㄷㅡㅅ
삐뚜름,ㅃㅣㄸㅜㄹㅡㅁ
사근사근,ㅅㅏㄱㅡㄴㅅㅏㄱㅡㄴ
사뿐,ㅅㅏㅃㅜㄴ
사소,ㅅㅏㅅㅗ
삭막,ㅅㅏㄱㅁㅏㄱ
산뜻,ㅅㅏㄴㄸㅡㅅ
산만,ㅅㅏㄴㅁㅏㄴ
살뜰,ㅅㅏㄹㄸㅡㄹ
살벌,ㅅㅏㄹㅂㅓㄹ
삼삼,ㅅㅏㅁㅅㅏㅁ
삼엄,ㅅㅏㅁㅇㅓㅁ
상,ㅅㅏㅇ
상냥,ㅅㅏㅇㄴㅑㅇ
상세,ㅅㅏㅇㅅㅔ
상쾌,ㅅㅏㅇㅋㅙ
상큼,ㅅㅏㅇㅋㅡㅁ
새곰,ㅅㅐㄱㅗㅁ
새콤,ㅅㅐㅋㅗㅁ
생동,ㅅㅐㅇㄷㅗㅇ
생뚱,ㅅㅐㅇㄸㅜㅇ
생생,ㅅㅐㅇㅅㅐㅇ
생소,ㅅㅐㅇㅅㅗ
서,ㅅㅓ
서글서글,ㅅㅓㄱㅡㄹㅅㅓㄱㅡㄹ
서늘,ㅅㅓㄴㅡㄹ
서먹,ㅅㅓㅁㅓㄱ
서운,ㅅㅓㅇㅜㄴ
선명,ㅅㅓㄴㅁㅕㅇ
선선,ㅅㅓㄴㅅㅓㄴ
선진,ㅅㅓㄴㅈㅣㄴ
선험,ㅅㅓㄴㅎㅓㅁ
선형,ㅅㅓㄴㅎㅕㅇ
설,ㅅㅓㄹ
섬뜩,ㅅㅓㅁㄸㅡㄱ
섬세,ㅅㅓㅁㅅㅔ
섭섭,ㅅㅓㅂㅅㅓㅂ
성,ㅅㅓㅇ
성급,ㅅㅓㅇㄱㅡㅂ
성대,ㅅㅓㅇㄷㅐ
세밀,ㅅㅔㅁㅣㄹ
세세,ㅅㅔㅅㅔ
세심,ㅅㅔㅅㅣㅁ
소담,ㅅㅗㄷㅏㅁ
소략,ㅅㅗㄹㅑㄱ
소박,ㅅㅗㅂㅏㄱ
소보록,ㅅㅗㅂㅗㄹㅗㄱ
소상,ㅅㅗㅅㅏㅇ
소심,ㅅㅗㅅㅣㅁ
소중,ㅅㅗㅈㅜㅇ
소탈,ㅅㅗㅌㅏㄹ
속,ㅅㅗㄱ
솔깃,ㅅㅗㄹㄱㅣㅅ
솔직,ㅅㅗㄹㅈㅣㄱ
송구,ㅅㅗㅇㄱㅜ
쇠,ㅅㅚ
수더분,ㅅㅜㄷㅓㅂㅜㄴ
수두룩,ㅅㅜㄷㅜㄹㅜㄱ
수려,ㅅㅜㄹㅕ
수북,ㅅㅜㅂㅜㄱ
수산,ㅅㅜㅅㅏㄴ
수상,ㅅㅜㅅㅏㅇ
수수,ㅅㅜㅅㅜ
수시,ㅅㅜㅅㅣ
수월,ㅅㅜㅇㅝㄹ
수척,ㅅㅜㅊㅓㄱ
숙연,ㅅㅜㄱㅇㅕㄴ
순박,ㅅㅜㄴㅂㅏㄱ
순순,ㅅㅜㄴㅅㅜㄴ
순탄,ㅅㅜㄴㅌㅏㄴ
숭고,ㅅㅜㅇㄱㅗ
숱,ㅅㅜㅌ
스산,ㅅㅡㅅㅏㄴ
습,ㅅㅡㅂ
시근,ㅅㅣㄱㅡㄴ
시금,ㅅㅣㄱㅡㅁ
시끌시끌,ㅅㅣㄲㅡㄹㅅㅣㄲㅡㄹ
시들,ㅅㅣㄷㅡㄹ
시무룩,ㅅㅣㅁㅜㄹㅜㄱ
시설,ㅅㅣㅅㅓㄹ
시시,ㅅㅣㅅㅣ
시시껄렁,ㅅㅣㅅㅣㄲㅓㄹㄹㅓㅇ
시지근,ㅅㅣㅈㅣㄱㅡㄴ
시큰,ㅅㅣㅋㅡㄴ
시큰둥,ㅅㅣㅋㅡㄴㄷㅜㅇ
시큼,ㅅㅣㅋㅡㅁ
신기,ㅅㅣㄴㄱㅣ
신랄,ㅅㅣㄴㄹㅏㄹ
신선,ㅅㅣㄴㅅㅓㄴ
신통,ㅅㅣㄴㅌㅗㅇ
실,ㅅㅣㄹ
심드렁,ㅅㅣㅁㄷㅡㄹㅓㅇ
심란,ㅅㅣㅁㄹㅏㄴ
심심,ㅅㅣㅁㅅㅣㅁ
심오,ㅅㅣㅁㅇㅗ
싱싱,ㅅㅣㅇㅅㅣㅇ
싸,ㅆㅏ
싸늘,ㅆㅏㄴㅡㄹ
싹싹,ㅆㅏㄱㅆㅏㄱ
쌀쌀,ㅆㅏㄹㅆㅏㄹ
쌈박,ㅆㅏㅁㅂㅏㄱ
쌉싸래,ㅆㅏㅂㅆㅏㄹㅐ
쌉쌀,ㅆㅏㅂㅆㅏㄹ
썰렁,ㅆㅓㄹㄹㅓㅇ
쏠쏠,ㅆㅗㄹㅆㅗㄹ
쓸쓸,ㅆㅡㄹㅆㅡㄹ
씁쓰레,ㅆㅡㅂㅆㅡㄹㅔ
씁쓰름,ㅆㅡㅂㅆㅡㄹㅡㅁ
씁쓸,ㅆㅡㅂㅆㅡㄹ
씩씩,ㅆㅣㄱㅆㅣㄱ
아늑,ㅇㅏㄴㅡㄱ
아담,ㅇㅏㄷㅏㅁ
아둔,ㅇㅏㄷㅜㄴ
아득,ㅇㅏㄷㅡㄱ
아련,ㅇㅏㄹㅕㄴ
아리송,ㅇㅏㄹㅣㅅㅗㅇ
아스라,ㅇㅏㅅㅡㄹㅏ
아찔,ㅇㅏㅉㅣㄹ
악,ㅇㅏㄱ
알딸딸,ㅇㅏㄹㄸㅏㄹㄸㅏㄹ
알뜰,ㅇㅏㄹㄸㅡㄹ
알량,ㅇㅏㄹㄹㅑㅇ
알싸,ㅇㅏㄹㅆㅏ
알알,ㅇㅏㄹㅇㅏㄹ
암담,ㅇㅏㅁㄷㅏㅁ
암울,ㅇㅏㅁㅇㅜㄹ
앙뚱,ㅇㅏㅇㄸㅜㅇ
앙상,ㅇㅏㅇㅅㅏㅇ
앙증,ㅇㅏㅇㅈㅡㅇ
앙큼,ㅇㅏㅇㅋㅡㅁ
애절,ㅇㅐㅈㅓㄹ
애틋,ㅇㅐㅌㅡㅅ
야,ㅇㅑ
야들,ㅇㅑㄷㅡㄹ
야릇,ㅇㅑㄹㅡㅅ
야박,ㅇㅑㅂㅏㄱ
야비,ㅇㅑㅂㅣ
야트막,ㅇㅑㅌㅡㅁㅏㄱ
약,ㅇㅑㄱ
얄팍,ㅇㅑㄹㅍㅏㄱ
양,ㅇㅑㅇ
양양,ㅇㅑㅇㅇㅑㅇ
어긋,ㅇㅓㄱㅡㅅ
어눌,ㅇㅓㄴㅜㄹ
어두컴컴,ㅇㅓㄷㅜㅋㅓㅁㅋㅓㅁ
어둑,ㅇㅓㄷㅜㄱ
어둠침침,ㅇㅓㄷㅜㅁㅊㅣㅁㅊㅣㅁ
어렴풋,ㅇㅓㄹㅕㅁㅍㅜㅅ
어리숭,ㅇㅓㄹㅣㅅㅜㅇ
어마어마,ㅇㅓㅁㅏㅇㅓㅁㅏ
어벙,ㅇㅓㅂㅓㅇ
어색,ㅇㅓㅅㅐㄱ
어수룩,ㅇㅓㅅㅜㄹㅜㄱ
어수선,ㅇㅓㅅㅜㅅㅓㄴ
어엿,ㅇㅓㅇㅕㅅ
어정쩡,ㅇㅓㅈㅓㅇㅉㅓㅇ
어지간,ㅇㅓㅈㅣㄱㅏㄴ
어질,ㅇㅓㅈㅣㄹ
억울,ㅇㅓㄱㅇㅜㄹ
얼떨떨,ㅇㅓㄹㄸㅓㄹㄸㅓㄹ
얼얼,ㅇㅓㄹㅇㅓㄹ
엄중,ㅇㅓㅁㅈㅜㅇ
엇비슷,ㅇㅓㅅㅂㅣㅅㅡㅅ
엉뚱,ㅇㅓㅇㄸㅜㅇ
엉성,ㅇㅓㅇㅅㅓㅇ
엉큼,ㅇㅓㅇㅋㅡㅁ
역력,ㅇㅕㄱㄹㅕㄱ
연,ㅇㅕㄴ
연로,ㅇㅕㄴㄹㅗ
연소,ㅇㅕㄴㅅㅗ
연약,ㅇㅕㄴㅇㅑㄱ
연연,ㅇㅕㄴㅇㅕㄴ
열렬,ㅇㅕㄹㄹㅕㄹ
염,ㅇㅕㅁ
영롱,ㅇㅕㅇㄹㅗㅇ
영리,ㅇㅕㅇㄹㅣ
영악,ㅇㅕㅇㅇㅏㄱ
영특,ㅇㅕㅇㅌㅡㄱ
예리,ㅇㅖㄹㅣ
예민,ㅇㅖㅁㅣㄴ
예쁘장,ㅇㅖㅃㅡㅈㅏㅇ
오동통,ㅇㅗㄷㅗㅇㅌㅗㅇ
오롯,ㅇㅗㄹㅗㅅ
오묘,ㅇㅗㅁㅛ
오붓,ㅇㅗㅂㅜㅅ
온당,ㅇㅗㄴㄷㅏㅇ
온전,ㅇㅗㄴㅈㅓㄴ
옴찔,ㅇㅗㅁㅉㅣㄹ
옹색,ㅇㅗㅇㅅㅐㄱ
옹졸,ㅇㅗㅇㅈㅗㄹ
왁자,ㅇㅘㄱㅈㅏ
완강,ㅇㅘㄴㄱㅏㅇ
완고,ㅇㅘㄴㄱㅗ
완곡,ㅇㅘㄴㄱㅗㄱ
완만,ㅇㅘㄴㅁㅏㄴ
완연,ㅇㅘㄴㅇㅕㄴ
왕성,ㅇㅘㅇㅅㅓㅇ
왜소,ㅇㅙㅅㅗ
요긴,ㅇㅛㄱㅣㄴ
용감,ㅇㅛㅇㄱㅏㅁ
용이,ㅇㅛㅇㅇㅣ
우람,ㅇㅜㄹㅏㅁ
우량,ㅇㅜㄹㅑㅇ
우매,ㅇㅜㅁㅐ
우묵,ㅇㅜㅁㅜㄱ
우물,ㅇㅜㅁㅜㄹ
우아,ㅇㅜㅇㅏ
우중충,ㅇㅜㅈㅜㅇㅊㅜㅇ
우직,ㅇㅜㅈㅣㄱ
울먹,ㅇㅜㄹㅁㅓㄱ
울적,ㅇㅜㄹㅈㅓㄱ
울창,ㅇㅜㄹㅊㅏㅇ
웅장,ㅇㅜㅇㅈㅏㅇ
원대,ㅇㅝㄴㄷㅐ
원만,ㅇㅝㄴㅁㅏㄴ
원숙,ㅇㅝㄴㅅㅜㄱ
원통,ㅇㅝㄴㅌㅗㅇ
원활,ㅇㅝㄴㅎㅘㄹ
월등,ㅇㅝㄹㄷㅡㅇ
위,ㅇㅟ
위대,ㅇㅟㄷㅐ
위독,ㅇㅟㄷㅗㄱ
위중,ㅇㅟㅈㅜㅇ
위태,ㅇㅟㅌㅐ
유,ㅇㅠ
유구,ㅇㅠㄱㅜ
유능,ㅇㅠㄴㅡㅇ
유독,ㅇㅠㄷㅗㄱ
유망,ㅇㅠㅁㅏㅇ
유명,ㅇㅠㅁㅕㅇ
유복,ㅇㅠㅂㅗㄱ
유사,ㅇㅠㅅㅏ
유약,ㅇㅠㅇㅑㄱ
유연,ㅇㅠㅇㅕㄴ
유유,ㅇㅠㅇㅠ
유일,ㅇㅠㅇㅣㄹ
유치,ㅇㅠㅊㅣ
유쾌,ㅇㅠㅋㅙ
유해,ㅇㅠㅎㅐ
육,ㅇㅠㄱ
육중,ㅇㅠㄱㅈㅜㅇ
윤택,ㅇㅠㄴㅌㅐㄱ
율,ㅇㅠㄹ
으슥,ㅇㅡㅅㅡㄱ
은밀,ㅇㅡㄴㅁㅣㄹ
은은,ㅇㅡㄴㅇㅡㄴ
음산,ㅇㅡㅁㅅㅏㄴ
음습,ㅇㅡㅁㅅㅡㅂ
음울,ㅇㅡㅁㅇㅜㄹ
음침,ㅇㅡㅁㅊㅣㅁ
음탕,ㅇㅡㅁㅌㅏㅇ
음흉,ㅇㅡㅁㅎㅠㅇ
응,ㅇㅡㅇ
응답,ㅇㅡㅇㄷㅏㅂ
의,ㅇㅢ
의뭉,ㅇㅢㅁㅜㅇ
의사,ㅇㅢㅅㅏ
의연,ㅇㅢㅇㅕㄴ
의젓,ㅇㅢㅈㅓㅅ
인,ㅇㅣㄴ
인자,ㅇㅣㄴㅈㅏ
일목요연,ㅇㅣㄹㅁㅗㄱㅇㅛㅇㅕㄴ
일정,ㅇㅣㄹㅈㅓㅇ
임,ㅇㅣㅁ
임박,ㅇㅣㅁㅂㅏㄱ
자,ㅈㅏ
자그마,ㅈㅏㄱㅡㅁㅏ
자근,ㅈㅏㄱㅡㄴ
자욱,ㅈㅏㅇㅜㄱ
자질구레,ㅈㅏㅈㅣㄹㄱㅜㄹㅔ
작,ㅈㅏㄱ
작달막,ㅈㅏㄱㄷㅏㄹㅁㅏㄱ
잔악,ㅈㅏㄴㅇㅏㄱ
잔여,ㅈㅏㄴㅇㅕ
잔잔,ㅈㅏㄴㅈㅏㄴ
잘록,ㅈㅏㄹㄹㅗㄱ
잠잠,ㅈㅏㅁㅈㅏㅁ
잡다,ㅈㅏㅂㄷㅏ
장,ㅈㅏㅇ
장대,ㅈㅏㅇㄷㅐ
장렬,ㅈㅏㅇㄹㅕㄹ
장중,ㅈㅏㅇㅈㅜㅇ
장쾌,ㅈㅏㅇㅋㅙ
장황,ㅈㅏㅇㅎㅘㅇ
쟁쟁,ㅈㅐㅇㅈㅐㅇ
저렴,ㅈㅓㄹㅕㅁ
저명,ㅈㅓㅁㅕㅇ
저속,ㅈㅓㅅㅗㄱ
저열,ㅈㅓㅇㅕㄹ
적나라,ㅈㅓㄱㄴㅏㄹㅏ
적당,ㅈㅓㄱㄷㅏㅇ
적법,ㅈㅓㄱㅂㅓㅂ
적적,ㅈㅓㄱㅈㅓㄱ
적절,ㅈㅓㄱㅈㅓㄹ
적정,ㅈㅓㄱㅈㅓㅇ
적중,ㅈㅓㄱㅈㅜㅇ
적확,ㅈㅓㄱㅎㅘㄱ
절,ㅈㅓㄹ
절묘,ㅈㅓㄹㅁㅛ
절박,ㅈㅓㄹㅂㅏㄱ
절실,ㅈㅓㄹㅅㅣㄹ
절절,ㅈㅓㄹㅈㅓㄹ
절친,ㅈㅓㄹㅊㅣㄴ
접,ㅈㅓㅂ
정,ㅈㅓㅇ
정갈,ㅈㅓㅇㄱㅏㄹ
정교,ㅈㅓㅇㄱㅛ
정당,ㅈㅓㅇㄷㅏㅇ
정묘,ㅈㅓㅇㅁㅛ
정밀,ㅈㅓㅇㅁㅣㄹ
정숙,ㅈㅓㅇㅅㅜㄱ
정연,ㅈㅓㅇㅇㅕㄴ
정정,ㅈㅓㅇㅈㅓㅇ
정중,ㅈㅓㅇㅈㅜㅇ
제,ㅈㅔ
조그마,ㅈㅗㄱㅡㅁㅏ
조급,ㅈㅗㄱㅡㅂ
조속,ㅈㅗㅅㅗㄱ
조용,ㅈㅗㅇㅛㅇ
조잡,ㅈㅗㅈㅏㅂ
조촐,ㅈㅗㅊㅗㄹ
졸렬,ㅈㅗㄹㄹㅕㄹ
죄송,ㅈㅚㅅㅗㅇ
주일,ㅈㅜㅇㅣㄹ
준수,ㅈㅜㄴㅅㅜ
준엄,ㅈㅜㄴㅇㅓㅁ
중차대,ㅈㅜㅇㅊㅏㄷㅐ
중후,ㅈㅜㅇㅎㅜ
즐비,ㅈㅡㄹㅂㅣ
지극,ㅈㅣㄱㅡㄱ
지긋,ㅈㅣㄱㅡㅅ
지당,ㅈㅣㄷㅏㅇ
지대,ㅈㅣㄷㅐ
지독,ㅈㅣㄷㅗㄱ
지루,ㅈㅣㄹㅜ
지분,ㅈㅣㅂㅜㄴ
지저분,ㅈㅣㅈㅓㅂㅜㄴ
진귀,ㅈㅣㄴㄱㅟ
진기,ㅈㅣㄴㄱㅣ
진부,ㅈㅣㄴㅂㅜ
진솔,ㅈㅣㄴㅅㅗㄹ
진지,ㅈㅣㄴㅈㅣ
질퍽,ㅈㅣㄹㅍㅓㄱ
질펀,ㅈㅣㄹㅍㅓㄴ
집요,ㅈㅣㅂㅇㅛ
짜릿,ㅉㅏㄹㅣㅅ
짠,ㅉㅏㄴ
짤막,ㅉㅏㄹㅁㅏㄱ
찜찜,ㅉㅣㅁㅉㅣㅁ
찝찔,ㅉㅣㅂㅉㅣㄹ
찝찝,ㅉㅣㅂㅉㅣㅂ
차분,ㅊㅏㅂㅜㄴ
착,ㅊㅏㄱ
착실,ㅊㅏㄱㅅㅣㄹ
착잡,ㅊㅏㄱㅈㅏㅂ
찬란,ㅊㅏㄴㄹㅏㄴ
찬연,ㅊㅏㄴㅇㅕㄴ
찬찬,ㅊㅏㄴㅊㅏㄴ
참,ㅊㅏㅁ
참담,ㅊㅏㅁㄷㅏㅁ
참신,ㅊㅏㅁㅅㅣㄴ
참혹,ㅊㅏㅁㅎㅗㄱ
창백,ㅊㅏㅇㅂㅐㄱ
처참,ㅊㅓㅊㅏㅁ
척박,ㅊㅓㄱㅂㅏㄱ
천박,ㅊㅓㄴㅂㅏㄱ
철저,ㅊㅓㄹㅈㅓ
첨예,ㅊㅓㅁㅇㅖ
청명,ㅊㅓㅇㅁㅕㅇ
청초,ㅊㅓㅇㅊㅗ
초등,ㅊㅗㄷㅡㅇ
초라,ㅊㅗㄹㅏ
초연,ㅊㅗㅇㅕㄴ
초췌,ㅊㅗㅊㅞ
촉박,ㅊㅗㄱㅂㅏㄱ
촉촉,ㅊㅗㄱㅊㅗㄱ
촘촘,ㅊㅗㅁㅊㅗㅁ
총총,ㅊㅗㅇㅊㅗㅇ
추계,ㅊㅜㄱㅖ
추레,ㅊㅜㄹㅔ
추악,ㅊㅜㅇㅏㄱ
추잡,ㅊㅜㅈㅏㅂ
추저분,ㅊㅜㅈㅓㅂㅜㄴ
추접지근,ㅊㅜㅈㅓㅂㅈㅣㄱㅡㄴ
축축,ㅊㅜㄱㅊㅜㄱ
출중,ㅊㅜㄹㅈㅜㅇ
출출,ㅊㅜㄹㅊㅜㄹ
충만,ㅊㅜㅇㅁㅏㄴ
충분,ㅊㅜㅇㅂㅜㄴ
취,ㅊㅟ
치밀,ㅊㅣㅁㅣㄹ
치사,ㅊㅣㅅㅏ
칙칙,ㅊㅣㄱㅊㅣㄱ
친근,ㅊㅣㄴㄱㅡㄴ
칠칠,ㅊㅣㄹㅊㅣㄹ
침울,ㅊㅣㅁㅇㅜㄹ
침침,ㅊㅣㅁㅊㅣㅁ
침통,ㅊㅣㅁㅌㅗㅇ
칼칼,ㅋㅏㄹㅋㅏㄹ
캄캄,ㅋㅏㅁㅋㅏㅁ
컬컬,ㅋㅓㄹㅋㅓㄹ
컴컴,ㅋㅓㅁㅋㅓㅁ
쾌적,ㅋㅙㅈㅓㄱ
쾌청,ㅋㅙㅊㅓㅇ
쾌활,ㅋㅙㅎㅘㄹ
쾨쾨,ㅋㅚㅋㅚ
퀭,ㅋㅞㅇ
퀴퀴,ㅋㅟㅋㅟ
큼지막,ㅋㅡㅁㅈㅣㅁㅏㄱ
큼직,ㅋㅡㅁㅈㅣㄱ
타당,ㅌㅏㄷㅏㅇ
탁월,ㅌㅏㄱㅇㅝㄹ
탄탄,ㅌㅏㄴㅌㅏㄴ
탐탁,ㅌㅏㅁㅌㅏㄱ
텁수룩,ㅌㅓㅂㅅㅜㄹㅜㄱ
텁텁,ㅌㅓㅂㅌㅓㅂ
토실,ㅌㅗㅅㅣㄹ
톡톡,ㅌㅗㄱㅌㅗㄱ
투명,ㅌㅜㅁㅕㅇ
투박,ㅌㅜㅂㅏㄱ
투철,ㅌㅜㅊㅓㄹ
특별,ㅌㅡㄱㅂㅕㄹ
특수,ㅌㅡㄱㅅㅜ
특출,ㅌㅡㄱㅊㅜㄹ
튼실,ㅌㅡㄴㅅㅣㄹ
튼튼,ㅌㅡㄴㅌㅡㄴ
파,ㅍㅏ
파르스름,ㅍㅏㄹㅡㅅㅡㄹㅡㅁ
파릇,ㅍㅏㄹㅡㅅ
파리,ㅍㅏㄹㅣ
팍팍,ㅍㅏㄱㅍㅏㄱ
팽팽,ㅍㅐㅇㅍㅐㅇ
펑퍼짐,ㅍㅓㅇㅍㅓㅈㅣㅁ
평범,ㅍㅕㅇㅂㅓㅁ
평이,ㅍㅕㅇㅇㅣ
평탄,ㅍㅕㅇㅌㅏㄴ
평편,ㅍㅕㅇㅍㅕㄴ
평평,ㅍㅕㅇㅍㅕㅇ
폐,ㅍㅖ
포근,ㅍㅗㄱㅡㄴ
폭신,ㅍㅗㄱㅅㅣㄴ
표독,ㅍㅛㄷㅗㄱ
푸근,ㅍㅜㄱㅡㄴ
푸르스레,ㅍㅜㄹㅡㅅㅡㄹㅔ
푸르스름,ㅍㅜㄹㅡㅅㅡㄹㅡㅁ
푸릇,ㅍㅜㄹㅡㅅ
푸석,ㅍㅜㅅㅓㄱ
푸짐,ㅍㅜㅈㅣㅁ
푹신,ㅍㅜㄱㅅㅣㄴ
풋풋,ㅍㅜㅅㅍㅜㅅ
풍만,ㅍㅜㅇㅁㅏㄴ
풍부,ㅍㅜㅇㅂㅜ
풍성,ㅍㅜㅇㅅㅓㅇ
풍족,ㅍㅜㅇㅈㅗㄱ
피,ㅍㅣ
한가,ㅎㅏㄴㄱㅏ
한랭,ㅎㅏㄴㄹㅐㅇ
한산,ㅎㅏㄴㅅㅏㄴ
한심,ㅎㅏㄴㅅㅣㅁ
한적,ㅎㅏㄴㅈㅓㄱ
할딱,ㅎㅏㄹㄸㅏㄱ
함초롬,ㅎㅏㅁㅊㅗㄹㅗㅁ
합당,ㅎㅏㅂㄷㅏㅇ
항구,ㅎㅏㅇㄱㅜ
해괴,ㅎㅐㄱㅚ
해말쑥,ㅎㅐㅁㅏㄹㅆㅜㄱ
해박,ㅎㅐㅂㅏㄱ
해쓱,ㅎㅐㅆㅡㄱ
핼쑥,ㅎㅐㄹㅆㅜㄱ
향,ㅎㅑㅇ
향긋,ㅎㅑㅇㄱㅡㅅ
허다,ㅎㅓㄷㅏ
허름,ㅎㅓㄹㅡㅁ
허망,ㅎㅓㅁㅏㅇ
허술,ㅎㅓㅅㅜㄹ
허황,ㅎㅓㅎㅘㅇ
헐,ㅎㅓㄹ
험난,ㅎㅓㅁㄴㅏㄴ
험악,ㅎㅓㅁㅇㅏㄱ
험준,ㅎㅓㅁㅈㅜㄴ
혁혁,ㅎㅕㄱㅎㅕㄱ
현격,ㅎㅕㄴㄱㅕㄱ
현란,ㅎㅕㄴㄹㅏㄴ
현숙,ㅎㅕㄴㅅㅜㄱ
현저,ㅎㅕㄴㅈㅓ
혈,ㅎㅕㄹ
호방,ㅎㅗㅂㅏㅇ
호젓,ㅎㅗㅈㅓㅅ
호탕,ㅎㅗㅌㅏㅇ
호화,ㅎㅗㅎㅘ
호화찬란,ㅎㅗㅎㅘㅊㅏㄴㄹㅏㄴ
혹,ㅎㅗㄱ
혹독,ㅎㅗㄱㄷㅗㄱ
홀가분,ㅎㅗㄹㄱㅏㅂㅜㄴ
홀쭉,ㅎㅗㄹㅉㅜㄱ
화급,ㅎㅘㄱㅡㅂ
화기애애,ㅎㅘㄱㅣㅇㅐㅇㅐ
화려,ㅎㅘㄹㅕ
화사,ㅎㅘㅅㅏ
화창,ㅎㅘㅊㅏㅇ
확고,ㅎㅘㄱㄱㅗ
확연,ㅎㅘㄱㅇㅕㄴ
환,ㅎㅘㄴ
활달,ㅎㅘㄹㄷㅏㄹ
활발,ㅎㅘㄹㅂㅏㄹ
황급,ㅎㅘㅇㄱㅡㅂ
황당,ㅎㅘㅇㄷㅏㅇ
황당무계,ㅎㅘㅇㄷㅏㅇㅁㅜㄱㅖ
황량,ㅎㅘㅇㄹㅑㅇ
황송,ㅎㅘㅇㅅㅗㅇ
획일,ㅎㅚㄱㅇㅣㄹ
후덥지근,ㅎㅜㄷㅓㅂㅈㅣㄱㅡㄴ
후련,ㅎㅜㄹㅕㄴ
후줄근,ㅎㅜㅈㅜㄹㄱㅡㄴ
후텁지근,ㅎㅜㅌㅓㅂㅈㅣㄱㅡㄴ
훈훈,ㅎㅜㄴㅎㅜㄴ
훤,ㅎㅝㄴ
훤칠,ㅎㅝㄴㅊㅣㄹ
휑,ㅎㅞㅇ
흉,ㅎㅠㅇ
흉측,ㅎㅠㅇㅊㅡㄱ
흉포,ㅎㅠㅇㅍㅗ
흉흉,ㅎㅠㅇㅎㅠㅇ
흐릿,ㅎㅡㄹㅣㅅ
흐뭇,ㅎㅡㅁㅜㅅ
흔,ㅎㅡㄴ
흥,ㅎㅡㅇ
흥건,ㅎㅡㅇㄱㅓㄴ
희귀,ㅎㅢㄱㅟ
희끄무레,ㅎㅢㄲㅡㅁㅜㄹㅔ
희끗,ㅎㅢㄲㅡㅅ
희미,ㅎㅢㅁㅣ
희소,ㅎㅢㅅㅗ
희한,ㅎㅢㅎㅏㄴ
